,city,state,city_size,mode,n,percent,moe,state_abb,state_region
3271,Glendale,California,Medium,Walk,3304,3.8,0.6,CA,West
3272,Grand Prairie,Texas,Medium,Walk,323,0.4,0.2,TX,South
3273,Grand Rapids,Michigan,Medium,Walk,2649,3.2,0.4,MI,North Central
3274,Green Bay,Wisconsin,Medium,Walk,1493,3.0,0.6,WI,North Central
3275,Gresham,Oregon,Medium,Walk,1079,2.3,0.5,OR,West
3276,Hampton,Virginia,Medium,Walk,1517,2.4,0.6,VA,South
3277,Hartford,Connecticut,Medium,Walk,3767,8.2,0.8,CT,Northeast
3278,Hayward,California,Medium,Walk,1248,1.9,0.4,CA,West
3279,High Point,North Carolina,Medium,Walk,823,1.8,0.8,NC,South
3280,Hollywood,Florida,Medium,Walk,2049,3.1,0.6,FL,South
3281,Huntington Beach,California,Medium,Walk,1486,1.5,0.4,CA,West
3282,Huntsville,Alabama,Medium,Walk,1012,1.2,0.3,AL,South
3283,Independence,Missouri,Medium,Walk,372,0.7,0.3,MO,North Central
3284,Inglewood,California,Medium,Walk,928,2.0,0.4,CA,West
3285,Jackson,Mississippi,Medium,Walk,1054,1.5,0.3,MS,South
3286,Joliet,Illinois,Medium,Walk,906,1.4,0.4,IL,North Central
3287,Kansas City,Kansas,Medium,Walk,1004,1.6,0.4,KS,North Central
3288,Kenosha,Wisconsin,Medium,Walk,857,1.9,0.4,WI,North Central
3289,Kent,Washington,Medium,Walk,893,1.8,0.4,WA,West
3290,Killeen,Texas,Medium,Walk,874,1.5,0.4,TX,South
3291,Knoxville,Tennessee,Medium,Walk,1935,2.3,0.4,TN,South
3292,Lafayette,Louisiana,Medium,Walk,1366,2.3,0.6,LA,South
3293,Lakewood,Colorado,Medium,Walk,1359,1.9,0.3,CO,West
3294,Lancaster,California,Medium,Walk,538,1.0,0.3,CA,West
3295,Lansing,Michigan,Medium,Walk,1312,2.6,0.5,MI,North Central
3296,Las Cruces,New Mexico,Medium,Walk,1064,2.5,0.6,NM,West
3297,Little Rock,Arkansas,Medium,Walk,1268,1.4,0.3,AR,South
3298,Lowell,Massachusetts,Medium,Walk,2355,4.6,0.8,MA,Northeast
3299,Manchester,New Hampshire,Medium,Walk,1503,2.7,0.5,NH,Northeast
3300,McAllen,Texas,Medium,Walk,966,1.8,0.4,TX,South
3301,McKinney,Texas,Medium,Walk,619,1.0,0.3,TX,South
3302,Mesquite,Texas,Medium,Walk,425,0.6,0.2,TX,South
3303,Miami Gardens,Florida,Medium,Walk,367,0.9,0.4,FL,South
3304,Midland,Texas,Medium,Walk,472,0.9,0.4,TX,South
3305,Miramar,Florida,Medium,Walk,304,0.5,0.3,FL,South
3306,Mobile,Alabama,Medium,Walk,1028,1.3,0.3,AL,South
3307,Moreno Valley,California,Medium,Walk,962,1.3,0.4,CA,West
3308,Murfreesboro,Tennessee,Medium,Walk,836,1.6,0.5,TN,South
3309,Murrieta,California,Medium,Walk,504,1.2,0.4,CA,West
3310,Naperville,Illinois,Medium,Walk,916,1.3,0.3,IL,North Central
3311,New Haven,Connecticut,Medium,Walk,7090,12.4,1.0,CT,Northeast
3312,Newport News,Virginia,Medium,Walk,3736,4.2,0.7,VA,South
3313,Norman,Oklahoma,Medium,Walk,2045,3.7,0.6,OK,South
3314,North Charleston,South Carolina,Medium,Walk,921,2.1,0.5,SC,South
3315,Norwalk,California,Medium,Walk,914,2.1,0.5,CA,West
3316,Oceanside,California,Medium,Walk,1184,1.5,0.3,CA,West
3317,Odessa,Texas,Medium,Walk,455,1.0,0.4,TX,South
3318,Olathe,Kansas,Medium,Walk,744,1.1,0.3,KS,North Central
3319,Ontario,California,Medium,Walk,1198,1.7,0.5,CA,West
3320,Orange,California,Medium,Walk,1432,2.2,0.4,CA,West
3321,Overland Park,Kansas,Medium,Walk,785,0.8,0.2,KS,North Central
3322,Palm Bay,Florida,Medium,Walk,384,0.9,0.5,FL,South
3323,Palmdale,California,Medium,Walk,430,0.8,0.3,CA,West
3324,Pasadena,California,Medium,Walk,3537,5.3,0.6,CA,West
3325,Pasadena,Texas,Medium,Walk,935,1.5,0.4,TX,South
3326,Paterson,New Jersey,Medium,Walk,2512,4.6,0.7,NJ,Northeast
3327,Pembroke Pines,Florida,Medium,Walk,456,0.6,0.2,FL,South
3328,Peoria,Arizona,Medium,Walk,640,0.9,0.3,AZ,West
3329,Peoria,Illinois,Medium,Walk,1404,2.7,0.5,IL,North Central
3330,Pomona,California,Medium,Walk,1346,2.3,0.4,CA,West
3331,Pompano Beach,Florida,Medium,Walk,554,1.3,0.5,FL,South
3332,Port St. Lucie,Florida,Medium,Walk,345,0.5,0.2,FL,South
3333,Providence,Rhode Island,Medium,Walk,8007,10.6,0.8,RI,Northeast
3334,Provo,Utah,Medium,Walk,8080,14.5,1.2,UT,West
3335,Pueblo,Colorado,Medium,Walk,1324,3.2,0.8,CO,West
3336,Rancho Cucamonga,California,Medium,Walk,1159,1.5,0.4,CA,West
3337,Rialto,California,Medium,Walk,310,0.8,0.3,CA,West
3338,Richardson,Texas,Medium,Walk,1113,2.2,0.6,TX,South
3339,Richmond,California,Medium,Walk,941,2.1,0.5,CA,West
3340,Rochester,Minnesota,Medium,Walk,2155,3.8,0.5,MN,North Central
3341,Rockford,Illinois,Medium,Walk,985,1.6,0.4,IL,North Central
3342,Roseville,California,Medium,Walk,907,1.6,0.4,CA,West
3343,Round Rock,Texas,Medium,Walk,346,0.7,0.4,TX,South
3344,Salem,Oregon,Medium,Walk,2671,4.2,0.5,OR,West
3345,Salinas,California,Medium,Walk,888,1.4,0.4,CA,West
3346,Salt Lake City,Utah,Medium,Walk,5098,5.3,0.6,UT,West
3347,San Buenaventura (Ventura),California,Medium,Walk,1113,2.2,0.4,CA,West
3348,Santa Clara,California,Medium,Walk,1679,3.0,0.7,CA,West
3349,Santa Clarita,California,Medium,Walk,1391,1.7,0.4,CA,West
3350,Santa Maria,California,Medium,Walk,636,1.6,0.5,CA,West
3351,Santa Rosa,California,Medium,Walk,2494,3.3,0.6,CA,West
3352,Savannah,Georgia,Medium,Walk,2181,3.8,0.5,GA,South
3353,Simi Valley,California,Medium,Walk,642,1.0,0.3,CA,West
3354,Sioux Falls,South Dakota,Medium,Walk,1849,2.2,0.4,SD,North Central
3355,South Bend,Indiana,Medium,Walk,1217,2.9,0.6,IN,North Central
3356,Springfield,Illinois,Medium,Walk,1455,2.6,0.5,IL,North Central
3357,Springfield,Massachusetts,Medium,Walk,1703,3.1,0.5,MA,Northeast
3358,Springfield,Missouri,Medium,Walk,2945,3.9,0.6,MO,North Central
3359,Stamford,Connecticut,Medium,Walk,3552,5.7,0.7,CT,Northeast
3360,Sterling Heights,Michigan,Medium,Walk,306,0.5,0.2,MI,North Central
3361,Sunnyvale,California,Medium,Walk,878,1.2,0.3,CA,West
3362,Surprise,Arizona,Medium,Walk,345,0.8,0.4,AZ,West
3363,Syracuse,New York,Medium,Walk,5870,10.4,0.9,NY,Northeast
3364,Tallahassee,Florida,Medium,Walk,2912,3.3,0.5,FL,South
3365,Temecula,California,Medium,Walk,565,1.3,0.5,CA,West
3366,Tempe,Arizona,Medium,Walk,3206,3.7,0.7,AZ,West
3367,Thornton,Colorado,Medium,Walk,601,1.0,0.4,CO,West
3368,Thousand Oaks,California,Medium,Walk,1379,2.3,0.4,CA,West
3369,Topeka,Kansas,Medium,Walk,1188,2.0,0.4,KS,North Central
3370,Torrance,California,Medium,Walk,992,1.4,0.4,CA,West
3371,Vallejo,California,Medium,Walk,998,2.0,0.6,CA,West
3372,Vancouver,Washington,Medium,Walk,1499,2.1,0.4,WA,West
3373,Victorville,California,Medium,Walk,360,1.0,0.4,CA,West
3374,Visalia,California,Medium,Walk,644,1.3,0.5,CA,West
3375,Waco,Texas,Medium,Walk,2251,4.4,0.8,TX,South
3376,Warren,Michigan,Medium,Walk,557,1.0,0.3,MI,North Central
3377,Waterbury,Connecticut,Medium,Walk,1088,2.4,0.5,CT,Northeast
3378,West Covina,California,Medium,Walk,377,0.8,0.3,CA,West
3379,West Jordan,Utah,Medium,Walk,696,1.4,0.4,UT,West
3380,West Palm Beach,Florida,Medium,Walk,1488,3.2,0.7,FL,South
3381,West Valley City,Utah,Medium,Walk,587,1.0,0.3,UT,West
3382,Westminster,Colorado,Medium,Walk,534,1.0,0.3,CO,West
3383,Wichita Falls,Texas,Medium,Walk,3069,6.3,1.3,TX,South
3384,Wilmington,North Carolina,Medium,Walk,1487,2.9,0.5,NC,South
3385,Worcester,Massachusetts,Medium,Walk,5146,6.3,0.7,MA,Northeast
3386,Yonkers,New York,Medium,Walk,4651,5.2,0.5,NY,Northeast
3387,Albuquerque,New Mexico,Large,Walk,5198,2.0,0.2,NM,West
3388,Anaheim,California,Large,Walk,2748,1.8,0.3,CA,West
3389,Anchorage municipality,Alaska,Large,Walk,4074,2.7,0.4,AK,West
3390,Arlington,Texas,Large,Walk,3150,1.8,0.3,TX,South
3391,Atlanta,Georgia,Large,Walk,9288,4.7,0.4,GA,South
3392,Aurora,Colorado,Large,Walk,2379,1.5,0.2,CO,West
3393,Austin,Texas,Large,Walk,10737,2.5,0.2,TX,South
3394,Bakersfield,California,Large,Walk,2025,1.5,0.3,CA,West
3395,Baltimore,Maryland,Large,Walk,17168,6.5,0.4,MD,South
3396,Baton Rouge,Louisiana,Large,Walk,3759,3.6,0.5,LA,South
3397,Birmingham,Alabama,Large,Walk,2029,2.4,0.4,AL,South
3398,Boise City,Idaho,Large,Walk,2933,2.8,0.3,ID,West
3399,Boston,Massachusetts,Large,Walk,47880,15.1,0.5,MA,Northeast
3400,Buffalo,New York,Large,Walk,6498,6.2,0.4,NY,Northeast
3401,Chandler,Arizona,Large,Walk,1163,1.0,0.2,AZ,West
3402,Charlotte,North Carolina,Large,Walk,7705,2.1,0.2,NC,South
3403,Chesapeake,Virginia,Large,Walk,1364,1.2,0.3,VA,South
3404,Chicago,Illinois,Large,Walk,77753,6.4,0.2,IL,North Central
3405,Chula Vista,California,Large,Walk,1536,1.5,0.4,CA,West
3406,Cincinnati,Ohio,Large,Walk,7105,5.4,0.5,OH,North Central
3407,Cleveland,Ohio,Large,Walk,7015,4.8,0.4,OH,North Central
3408,Colorado Springs,Colorado,Large,Walk,5146,2.6,0.2,CO,West
3409,Columbus,Ohio,Large,Walk,11023,2.8,0.2,OH,North Central
3410,Corpus Christi,Texas,Large,Walk,2371,1.7,0.3,TX,South
3411,Dallas,Texas,Large,Walk,10289,1.8,0.1,TX,South
3412,Denver,Colorado,Large,Walk,13670,4.4,0.3,CO,West
3413,Des Moines,Iowa,Large,Walk,2771,2.8,0.4,IA,North Central
